vid,email,firstname,lastname,createdate,lastmodifieddate,hs_lead_status,lifecyclestage,hs_analytics_source,country,company,jobtitle,num_associated_deals,stripe_customer_id,auth_user_id
101510,user1215@taskflow-demo.io,First215,Last215,2024-04-26T13:07:04Z,2024-10-22T05:55:19Z,CUSTOMER,customer,Organic Search,CA,Company 215,Product Manager,1,cus_jxtjgcedqqzrlf,15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615
101516,user1216@taskflow-demo.io,First216,Last216,2024-02-22T07:43:22Z,2025-06-30T05:16:52Z,CHURNED,other,Google Ads,NG,Company 216,CTO,1,cus_frml29q2l48c1c,0471aec1-f70a-40d8-aae5-a858bcb30d3a
101525,user1217@taskflow-demo.io,First217,Last217,2025-04-01T08:29:23Z,2025-04-21T01:18:42Z,CUSTOMER,customer,Referral,DE,Company 217,Product Manager,1,cus_n9i9h0dxho87f0,e93c09c9-3994-455a-9cd4-1812c4de071d
101528,user1218@taskflow-demo.io,First218,Last218,2024-09-21T10:38:01Z,2024-11-02T12:06:17Z,CUSTOMER,customer,Google Ads,GB,Company 218,Designer,1,cus_by9ipa2voi8uyy,8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e
101534,user1219@taskflow-demo.io,First219,Last219,2024-02-10T07:15:08Z,2025-05-23T11:39:15Z,CUSTOMER,customer,Google Ads,GB,Company 219,Designer,1,cus_81cmftdrluxm60,2f864161-5728-4952-86ba-dfb086b15d72
101545,user1220@taskflow-demo.io,First220,Last220,2024-06-27T19:54:36Z,2024-08-13T17:56:41Z,CUSTOMER,customer,Organic Search,NG,Company 220,Software Engineer,1,cus_utrutlq5v4ftq3,4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b
101548,user1221@taskflow-demo.io,First221,Last221,2024-01-01T08:16:23Z,2024-08-01T09:22:02Z,CUSTOMER,customer,Referral,GB,Company 221,Analyst,1,cus_wnwlc83gy1fkol,82038f1b-b219-4835-b87c-626df88a5830
101555,user1222@taskflow-demo.io,First222,Last222,2024-01-28T02:46:32Z,2024-05-21T01:04:37Z,CHURNED,other,Google Ads,IN,Company 222,Product Manager,1,cus_rdu4xszjnvc7hr,241c16a1-54e9-4cab-971f-c7d4e5ea52c1
101563,user1223@taskflow-demo.io,First223,Last223,2024-11-16T10:37:39Z,2025-01-31T04:37:58Z,CUSTOMER,customer,Google Ads,US,Company 223,Product Manager,1,cus_nz3jbck88d0tgs,000afff8-8cbe-4686-ac69-7dc1e68ad78e
101571,user1224@taskflow-demo.io,First224,Last224,2025-04-24T15:33:38Z,2025-06-26T17:24:59Z,CUSTOMER,customer,Google Ads,CA,Company 224,Freelancer,1,cus_mqx5ggomf9pml9,633cfcfb-b74c-4e5d-8c68-e1f8acb5a82f
101578,user1225@taskflow-demo.io,First225,Last225,2024-07-25T04:46:59Z,2025-03-24T15:20:02Z,CUSTOMER,customer,Referral,GB,Company 225,Software Engineer,1,cus_uh17j8qo09vs9k,f3a759b1-1584-4d22-9486-863e2d487af1
101584,user1226@taskflow-demo.io,First226,Last226,2024-04-18T18:08:28Z,2025-02-08T03:52:43Z,CUSTOMER,customer,Referral,NG,Company 226,Operations Lead,1,cus_jtu7fbmenui3do,52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa
101591,user1227@taskflow-demo.io,First227,Last227,2024-12-31T02:34:34Z,2025-06-20T01:30:34Z,CUSTOMER,customer,Google Ads,GB,Company 227,Analyst,1,cus_z3dxb3n27m5p7e,c66d6c1a-fe08-4912-a245-bc0b8dd0ec9c
101600,user1228@taskflow-demo.io,First228,Last228,2025-03-08T09:25:44Z,2025-06-27T18:17:06Z,CUSTOMER,customer,Organic Search,NG,Company 228,Software Engineer,1,cus_kbtfshb0oqvshk,4d19a24a-9697-472f-be15-4cd94fe5933a
101606,user1229@taskflow-demo.io,First229,Last229,2024-06-16T12:09:43Z,2024-08-31T06:37:49Z,CUSTOMER,customer,Google Ads,US,Company 229,Operations Lead,1,cus_ds1eeurxhw0ic1,3937551c-74cf-4dd2-8dfe-57f91ec0637c
101611,user1230@taskflow-demo.io,First230,Last230,2024-10-16T14:08:38Z,2024-10-23T03:32:02Z,CUSTOMER,customer,Google Ads,US,Company 230,Product Manager,1,cus_lvak9w9pfb3hn1,e542bc3f-ed8f-415e-8526-d62a76ca8393
101623,user1231@taskflow-demo.io,First231,Last231,2024-01-25T06:13:11Z,2024-12-28T00:00:09Z,CUSTOMER,customer,Google Ads,US,Company 231,CTO,1,cus_km2kql0ht1tw9z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1
101628,user1232@taskflow-demo.io,First232,Last232,2024-10-21T06:04:56Z,2024-11-30T02:41:12Z,CHURNED,other,Product Hunt,GB,Company 232,Designer,1,cus_2wbxanj4x5a5xi,f8bba4ad-e30e-4a35-9f68-1010d31c99d3
101636,user1233@taskflow-demo.io,First233,Last233,2024-12-26T19:23:46Z,2025-05-16T02:12:14Z,CUSTOMER,customer,Google Ads,GH,Company 233,Designer,1,cus_gsq7aitmofmmwi,adea8e2e-31ce-443c-83a8-1332fd2d6684
101641,user1234@taskflow-demo.io,First234,Last234,2024-01-28T05:29:55Z,2025-01-12T05:00:47Z,CUSTOMER,customer,Organic Search,ZA,Company 234,Marketing Manager,1,cus_btkf6xdn8wwiif,b1334a9f-c558-4113-bec1-4b6e11ede846
101651,user1235@taskflow-demo.io,First235,Last235,2024-06-10T16:18:35Z,2025-02-15T12:09:02Z,CUSTOMER,customer,Linkedin Ads,NG,Company 235,CEO,1,cus_yhey66p61xufct,b461f244-8413-4af9-ad41-b94d1db6654e
101657,user1236@taskflow-demo.io,First236,Last236,2024-06-11T10:20:19Z,2025-03-10T16:45:38Z,CUSTOMER,customer,Referral,NG,Company 236,Analyst,1,cus_98k03w0fgea9wv,b352c753-948a-412f-ad01-476b7892915f
101665,user1237@taskflow-demo.io,First237,Last237,2024-04-28T03:12:51Z,2024-05-14T14:08:07Z,CUSTOMER,customer,Google Ads,NG,Company 237,CEO,1,cus_e4qxgnrfio878i,cc0d6cfd-d404-463e-a6e1-471db0563291
101672,user1238@taskflow-demo.io,First238,Last238,2025-01-17T11:43:12Z,2025-04-12T09:13:39Z,CUSTOMER,customer,Google Ads,NG,Company 238,Operations Lead,1,cus_wy55p1v3zo7utx,ef5f680f-285b-4a5c-b4d9-23c8f1457dce
101674,user1239@taskflow-demo.io,First239,Last239,2024-09-18T22:57:06Z,2024-11-09T07:33:40Z,CUSTOMER,customer,Google Ads,GB,Company 239,Marketing Manager,1,cus_it9bn18gp51kfk,e8a815e3-e8f9-439c-aae5-23c772fccea5
101686,user1240@taskflow-demo.io,First240,Last240,2025-04-03T16:23:13Z,2025-04-08T21:09:05Z,CUSTOMER,customer,Google Ads,DE,Company 240,CTO,1,cus_e27zeoqgvzhqjy,b552cb87-fda5-4727-b4e7-b191a6380ad2
101693,user1241@taskflow-demo.io,First241,Last241,2024-12-28T09:46:06Z,2025-06-24T18:57:32Z,CUSTOMER,customer,Organic Search,NG,Company 241,Analyst,1,cus_dz09wftbgm55ff,ce053d99-ca3a-4263-b85c-8cc054b3818d
101695,user1242@taskflow-demo.io,First242,Last242,2024-06-03T19:39:52Z,2025-06-05T09:18:17Z,CUSTOMER,customer,Google Ads,CA,Company 242,Marketing Manager,1,cus_eehwjq4ta5ivro,1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b
101706,user1243@taskflow-demo.io,First243,Last243,2024-01-03T10:56:12Z,2024-04-12T05:28:34Z,CUSTOMER,customer,Google Ads,US,Company 243,Operations Lead,1,cus_3bfxb4y4k7bpgy,3c75cdf6-a4cd-4661-a6e8-7899264e40d9
101713,user1244@taskflow-demo.io,First244,Last244,2024-12-20T21:35:54Z,2025-05-22T15:20:06Z,CUSTOMER,customer,Organic Search,CA,Company 244,CEO,1,cus_u7dknncptkezjs,ae1cc4e5-6a91-4f83-b323-8c35deff8f62
101721,user1245@taskflow-demo.io,First245,Last245,2024-04-11T08:17:17Z,2024-07-03T14:34:58Z,CUSTOMER,customer,Organic Search,NG,Company 245,CEO,1,cus_9ry79kvls9meus,76afafef-a2a7-4bb1-8da5-b1e79d17967d
101723,user1246@taskflow-demo.io,First246,Last246,2025-02-13T10:48:58Z,2025-06-01T05:00:55Z,CUSTOMER,customer,Google Ads,US,Company 246,Operations Lead,1,cus_aawe429omuwahk,47e52fa9-9936-43cc-b16f-b98806f437d6
101732,user1247@taskflow-demo.io,First247,Last247,2024-09-11T23:27:29Z,2025-01-15T08:37:42Z,CUSTOMER,customer,Organic Search,CA,Company 247,Operations Lead,1,cus_ou83g47rrbefq5,2f4ed0ba-0cc4-4b8e-8f8a-743126c91142
101741,user1248@taskflow-demo.io,First248,Last248,2025-02-17T22:44:20Z,2025-06-22T06:03:24Z,CUSTOMER,customer,Linkedin Ads,CA,Company 248,Analyst,1,cus_0lthy25m8kb9w4,07db1e24-9bc8-42ba-ad22-f3aa23a85227
101744,user1249@taskflow-demo.io,First249,Last249,2024-04-03T10:56:42Z,2024-10-01T02:18:42Z,CUSTOMER,customer,Organic Search,ZA,Company 249,Operations Lead,1,cus_lboriq8hke226p,56e933cf-a1da-498b-b5aa-6fadf999125d
101756,user1250@taskflow-demo.io,First250,Last250,2025-04-05T10:09:30Z,2025-06-01T22:19:10Z,CUSTOMER,customer,Organic Search,NG,Company 250,CEO,1,cus_s1f537ye0qzsa7,b4449717-71b9-464f-9921-def368306a48
101762,user1251@taskflow-demo.io,First251,Last251,2025-03-21T00:43:11Z,2025-06-23T00:44:48Z,CUSTOMER,customer,Google Ads,GB,Company 251,Marketing Manager,1,cus_xlul6lgjlpefja,d4942dee-44d4-4c9b-ac0b-4ec917850d2e
101770,user1252@taskflow-demo.io,First252,Last252,2024-02-16T17:11:15Z,2024-08-12T22:22:54Z,CHURNED,other,Google Ads,KE,Company 252,Analyst,1,cus_ugl6tbb6bndoz6,3461d4a9-785b-4074-b39d-c1519b36e4c2
101776,user1253@taskflow-demo.io,First253,Last253,2024-12-19T12:50:19Z,2025-01-25T04:52:15Z,CUSTOMER,customer,Linkedin Ads,KE,Company 253,Product Manager,1,cus_c71ud2zdlx1q8f,017d5fb3-416d-4128-874b-b616b760b84d
101784,user1254@taskflow-demo.io,First254,Last254,2024-06-30T02:16:02Z,2024-07-11T10:46:52Z,CUSTOMER,customer,Linkedin Ads,US,Company 254,CTO,1,cus_5qbrmqg1ved32l,b47e7032-9b03-45f3-b16f-e446eb9e1e38
101790,user1255@taskflow-demo.io,First255,Last255,2024-06-01T08:22:31Z,2025-02-27T00:48:03Z,CUSTOMER,customer,Organic Search,KE,Company 255,Analyst,1,cus_t9nm3v2p2tixc7,e107f94b-a7e7-42da-9e1d-550b2efbc853
101793,user1256@taskflow-demo.io,First256,Last256,2024-02-27T09:45:16Z,2025-03-01T22:28:34Z,CUSTOMER,customer,Organic Search,GB,Company 256,CTO,1,cus_g8cd31nrxd356w,44589954-e185-4105-9ba0-8632afc0a30b
101801,user1257@taskflow-demo.io,First257,Last257,2024-12-01T22:51:40Z,2025-01-16T23:54:47Z,CUSTOMER,customer,Google Ads,GB,Company 257,Product Manager,1,cus_hylu6k7p9mda9o,f9c2aae0-981b-4722-9fe1-1e3d2d629a8f
101810,user1258@taskflow-demo.io,First258,Last258,2024-02-01T07:09:55Z,2024-05-27T01:44:19Z,CUSTOMER,customer,Linkedin Ads,US,Company 258,Analyst,1,cus_3m55izolnntxrg,74e652df-004a-4acf-a32b-d74af5a6fb14
101815,user1259@taskflow-demo.io,First259,Last259,2024-07-02T19:27:05Z,2024-08-04T11:25:05Z,CUSTOMER,customer,Referral,NG,Company 259,Operations Lead,1,cus_ecazrp9dxoq2vp,6fedee47-eb80-409b-9c1e-a2a88a30b6df
101826,user1260@taskflow-demo.io,First260,Last260,2024-07-29T10:01:14Z,2024-12-24T03:07:25Z,CHURNED,other,Organic Search,GB,Company 260,Designer,1,cus_ar0zj7ubbrnu8c,3e614c53-7288-485b-b8a9-74a9487f7ef4
101833,user1261@taskflow-demo.io,First261,Last261,2025-03-14T21:55:05Z,2025-06-10T04:22:05Z,CUSTOMER,customer,Product Hunt,CA,Company 261,Operations Lead,1,cus_dr08cw2lbm2qsq,ec835f9d-2dac-46e3-b84b-d26e9d72af1c
101837,user1262@taskflow-demo.io,First262,Last262,2024-06-29T00:55:22Z,2024-09-08T21:34:11Z,CHURNED,other,Product Hunt,CA,Company 262,Software Engineer,1,cus_00ucrgb93wkcs4,adc99256-ad19-4678-b430-20bf7a5d5f9d
101845,user1263@taskflow-demo.io,First263,Last263,2024-11-11T20:51:35Z,2025-05-26T04:27:03Z,CHURNED,other,Google Ads,ZA,Company 263,Analyst,1,cus_60xng2igsb98v3,ddefc4d3-4333-49bb-a27b-0e0167363763
101852,user1264@taskflow-demo.io,First264,Last264,2024-07-27T08:38:57Z,2024-08-28T05:17:31Z,CUSTOMER,customer,Referral,NG,Company 264,Operations Lead,1,cus_h0mx1egok01tnz,6c21dee1-93dc-460f-8373-9baecbc18303
101859,user1265@taskflow-demo.io,First265,Last265,2024-09-26T10:10:48Z,2024-11-21T11:10:02Z,CUSTOMER,customer,Referral,NG,Company 265,Analyst,1,cus_y8yb7w8p74mjdx,210fa16c-0dcd-4135-b3b8-fa3986646c28
101863,user1266@taskflow-demo.io,First266,Last266,2024-12-04T22:05:49Z,2025-06-22T19:31:55Z,CHURNED,other,Organic Search,US,Company 266,Designer,1,cus_y9laacosym0jbw,ba2381b5-3d78-49b9-8487-fca07a6a609d
101873,user1267@taskflow-demo.io,First267,Last267,2024-12-01T19:53:43Z,2024-12-15T09:37:18Z,CHURNED,other,Referral,NG,Company 267,Product Manager,1,cus_dvn1x2gdgkxcq9,ca21cc97-4067-4660-bb2c-4adcd1ee0a8c
101882,user1268@taskflow-demo.io,First268,Last268,2024-11-30T22:39:12Z,2025-03-31T05:06:02Z,CHURNED,other,Referral,GH,Company 268,CEO,1,cus_nlc8jpr7vgrf1h,e031ba82-b5ab-4bde-98a5-ef0815d5f374
101887,user1269@taskflow-demo.io,First269,Last269,2024-08-10T12:46:25Z,2025-02-20T05:04:52Z,CUSTOMER,customer,Organic Search,NG,Company 269,Freelancer,1,cus_jq6fx7xjz6us7r,940dd183-dff8-4fc3-8f25-cab4e0b4545a
101892,user1270@taskflow-demo.io,First270,Last270,2025-01-06T09:21:50Z,2025-01-20T11:08:32Z,CUSTOMER,customer,Referral,CA,Company 270,Freelancer,1,cus_et9mkb9xn4m41k,df298b88-2624-4746-92f0-c090750b1cd7
101901,user1271@taskflow-demo.io,First271,Last271,2024-01-20T21:04:03Z,2024-08-22T12:10:37Z,CUSTOMER,customer,Product Hunt,US,Company 271,Freelancer,1,cus_dyr5pgba9in2xr,02b445a8-e028-4acd-8760-e9bc8801e17e
101906,user1272@taskflow-demo.io,First272,Last272,2024-01-05T11:11:01Z,2025-02-25T04:48:32Z,CHURNED,other,Google Ads,NG,Company 272,Freelancer,1,cus_hxs75t0ic0ra6w,0604f7af-4afe-45ea-9405-3f80d0b9aac5
101912,user1273@taskflow-demo.io,First273,Last273,2024-03-07T06:46:12Z,2024-10-12T15:06:32Z,CUSTOMER,customer,Google Ads,US,Company 273,CTO,1,cus_dw4c3evwchm40o,84a596ef-797f-4348-a951-8d3bad9b28ec
101919,user1274@taskflow-demo.io,First274,Last274,2024-10-18T05:53:25Z,2025-03-27T02:53:40Z,CHURNED,other,Organic Search,GH,Company 274,CTO,1,cus_vmefoztp7bd4w1,0e0daf9c-1d9c-4db2-b47f-d1e7cc712971
101926,user1275@taskflow-demo.io,First275,Last275,2024-02-11T15:10:53Z,2024-07-05T08:31:15Z,CUSTOMER,customer,Google Ads,NG,Company 275,Designer,1,cus_5o31yhxso7vbgr,c389eec8-57a9-45eb-9928-56e19b32454e
101934,user1276@taskflow-demo.io,First276,Last276,2025-01-28T07:34:54Z,2025-06-02T14:30:10Z,CUSTOMER,customer,Google Ads,GB,Company 276,Software Engineer,1,cus_9w59sqwhbef46r,6c3bc093-5580-40ed-92fc-3ec2bf6a6840
101945,user1277@taskflow-demo.io,First277,Last277,2024-01-22T01:19:20Z,2024-09-07T01:00:48Z,CHURNED,other,Google Ads,KE,Company 277,CEO,1,cus_21b07g2re6zvlh,3cb05c78-5da0-4cda-bfec-30dfd86ec8d3
101948,user1278@taskflow-demo.io,First278,Last278,2024-04-24T15:57:54Z,2024-06-08T00:16:18Z,CUSTOMER,customer,Referral,GH,Company 278,Marketing Manager,1,cus_5nhqr6f7qnezw9,252cd101-efb4-4467-b950-1d6df3e51a11
101955,user1279@taskflow-demo.io,First279,Last279,2024-01-16T05:48:06Z,2025-06-21T21:05:03Z,CUSTOMER,customer,Organic Search,NG,Company 279,Software Engineer,1,cus_qgm5v2wwg84d4r,7fbf15a8-e557-45e6-b484-76cf5b0f2c68
101966,user1280@taskflow-demo.io,First280,Last280,2025-02-26T05:54:22Z,2025-06-13T09:47:25Z,CUSTOMER,customer,Linkedin Ads,NG,Company 280,Marketing Manager,1,cus_ipi7866pb90spo,018fde18-e7d5-4ee8-bcbb-355d276ddc06
101973,user1281@taskflow-demo.io,First281,Last281,2024-08-14T15:04:29Z,2025-03-20T16:39:09Z,CUSTOMER,customer,Linkedin Ads,NG,Company 281,Analyst,1,cus_ohmi9ayfquv9qe,4c058cd4-883c-4e11-861e-1ce40d04a5bd
101980,user1282@taskflow-demo.io,First282,Last282,2025-02-04T04:34:19Z,2025-04-21T11:27:26Z,CHURNED,other,Referral,US,Company 282,Designer,1,cus_nytk1zwuhywm7s,87ded5dc-55a9-47e8-932c-bd80afa37ad5
101983,user1283@taskflow-demo.io,First283,Last283,2024-01-25T20:23:07Z,2024-05-19T18:08:18Z,CUSTOMER,customer,Google Ads,KE,Company 283,Product Manager,1,cus_guczh9ier7u8h0,559ddc05-254e-400a-ba1e-abede16e93f2
101992,user1284@taskflow-demo.io,First284,Last284,2025-03-30T09:53:22Z,2025-04-27T00:13:43Z,CUSTOMER,customer,Google Ads,US,Company 284,Software Engineer,1,cus_qs3qt36qnyy95g,47f475eb-2880-43ef-b2dd-d4f7783ad102
101996,user1285@taskflow-demo.io,First285,Last285,2024-07-16T07:31:05Z,2024-07-20T22:29:15Z,CHURNED,other,Referral,GH,Company 285,Software Engineer,1,cus_effh8aoy7rp0ag,0bfcfdf5-4127-4242-a393-633ff9750645
102003,user1286@taskflow-demo.io,First286,Last286,2024-04-27T05:14:54Z,2024-06-24T00:49:31Z,CUSTOMER,customer,Referral,GB,Company 286,Freelancer,1,cus_x2rxttqu6l2ink,aee83b3b-6906-4aa2-96f8-8854a00c2c8a
102012,user1287@taskflow-demo.io,First287,Last287,2024-05-21T05:57:31Z,2025-06-21T05:57:39Z,CUSTOMER,customer,Linkedin Ads,NG,Company 287,Freelancer,1,cus_k94yxfiblejgub,990178cb-bb62-4c0c-996a-159993a44ea5
102021,user1288@taskflow-demo.io,First288,Last288,2024-03-12T19:15:09Z,2024-03-22T20:59:30Z,CUSTOMER,customer,Linkedin Ads,GB,Company 288,Analyst,1,cus_7orfqla09lzrk7,5a1b41e5-0aba-4ce7-818f-3a7f4f8f9647
102026,user1289@taskflow-demo.io,First289,Last289,2025-02-08T23:33:48Z,2025-03-06T14:03:06Z,CUSTOMER,customer,Organic Search,ZA,Company 289,Designer,1,cus_06ftlo4qdbxvh7,a8230ecc-dae6-44e5-a9d6-a20fc90bfb4b
102035,user1290@taskflow-demo.io,First290,Last290,2024-02-06T01:39:42Z,2024-02-17T01:37:43Z,CHURNED,other,Organic Search,GB,Company 290,Marketing Manager,1,cus_orvscyozpnamlq,046360a0-abb3-4e61-bf4f-c6b2746de1c0
102041,user1291@taskflow-demo.io,First291,Last291,2025-01-05T17:52:53Z,2025-02-12T14:46:46Z,CUSTOMER,customer,Referral,CA,Company 291,Operations Lead,1,cus_f060o4vfk9sm7v,997520a7-0304-4f6c-9c7c-346be983976f
102047,user1292@taskflow-demo.io,First292,Last292,2024-07-25T22:38:14Z,2024-11-29T10:01:55Z,CUSTOMER,customer,Organic Search,NG,Company 292,Marketing Manager,1,cus_u6h3kr3kvr0i2f,47bcccfb-f7af-42ed-9988-32b3d1836673
102052,user1293@taskflow-demo.io,First293,Last293,2025-02-28T15:34:46Z,2025-03-20T13:18:37Z,CUSTOMER,customer,Organic Search,NG,Company 293,Designer,1,cus_g6xb1r8vnrpjy9,3c85a474-0e44-4319-8815-02977bd28725
102063,user1294@taskflow-demo.io,First294,Last294,2025-01-06T06:53:11Z,2025-06-27T14:37:47Z,CUSTOMER,customer,Organic Search,DE,Company 294,Software Engineer,1,cus_qymbnw8bkxcgw1,0879d1f6-0ccd-40f8-b186-60506d6b376f
102067,user1295@taskflow-demo.io,First295,Last295,2024-09-28T11:23:10Z,2025-02-20T21:31:00Z,CUSTOMER,customer,Google Ads,GH,Company 295,CEO,1,cus_jzntmfek2o7fhs,64aee7ad-1a15-4b29-8e12-eae7ffa7bcba
102075,user1296@taskflow-demo.io,First296,Last296,2024-10-07T23:44:12Z,2025-04-10T03:17:10Z,CUSTOMER,customer,Organic Search,DE,Company 296,Software Engineer,1,cus_t1eqc37rln36v1,b7178eef-d5ff-40e1-990c-37f9c414b63b
102080,user1297@taskflow-demo.io,First297,Last297,2024-06-03T17:34:53Z,2025-02-06T20:14:10Z,CUSTOMER,customer,Google Ads,DE,Company 297,Designer,1,cus_fieecy2c11bd2s,8f0980e1-12ed-4e58-9e32-309ee6d156da
102088,user1298@taskflow-demo.io,First298,Last298,2025-04-05T06:12:44Z,2025-06-15T13:51:14Z,CUSTOMER,customer,Google Ads,NG,Company 298,Software Engineer,1,cus_27h6gmd478mfs0,cb5b93e6-010d-4515-8e9f-9b79fb9b3c61
102097,user1299@taskflow-demo.io,First299,Last299,2024-02-03T12:03:46Z,2024-02-06T15:41:22Z,CHURNED,other,Google Ads,US,Company 299,Freelancer,1,cus_8g1a0774rzgyd4,ce73edc0-c5f5-46ac-b1db-98fe68c22643
102104,user1300@taskflow-demo.io,First300,Last300,2024-09-14T04:04:30Z,2025-02-21T13:45:52Z,CHURNED,other,Google Ads,NG,Company 300,CEO,1,cus_srnkzcrnq0y4io,0d3c4fbc-4a09-4943-80f7-48b53c0290c5
102109,user1301@taskflow-demo.io,First301,Last301,2024-01-29T11:18:52Z,2025-04-21T14:23:21Z,CUSTOMER,customer,Referral,DE,Company 301,Founder,1,cus_ayyosyeoz906gn,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7
102115,user1302@taskflow-demo.io,First302,Last302,2024-10-30T08:42:18Z,2025-03-11T07:59:41Z,CUSTOMER,customer,Referral,KE,Company 302,Founder,1,cus_r11v127my89sfq,96a84608-45bb-4e03-91e3-f80b8c8d8d63
102125,user1303@taskflow-demo.io,First303,Last303,2024-09-07T13:40:46Z,2024-11-23T05:35:33Z,CUSTOMER,customer,Google Ads,IN,Company 303,Designer,1,cus_3ragvlkw1xsrqk,93c085e4-4550-40cc-ac8f-9087396fd09d
102132,user1304@taskflow-demo.io,First304,Last304,2024-05-10T19:28:40Z,2025-03-15T23:07:01Z,CHURNED,other,Organic Search,DE,Company 304,Analyst,1,cus_95eq4pbgx25fpl,91e7b019-5bdd-4602-8484-6f2e577b1a3d
102141,user1305@taskflow-demo.io,First305,Last305,2024-02-23T02:36:22Z,2024-04-17T12:23:48Z,CUSTOMER,customer,Organic Search,GB,Company 305,Software Engineer,1,cus_qufcjvny1kcven,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9
102147,user1306@taskflow-demo.io,First306,Last306,2025-01-22T09:55:24Z,2025-04-14T00:13:44Z,CUSTOMER,customer,Referral,GH,Company 306,Marketing Manager,1,cus_mmxixv6ckmalq5,277030f9-a01b-44c4-b274-4f47009f1558
102150,user1307@taskflow-demo.io,First307,Last307,2024-08-02T23:27:52Z,2025-06-13T06:32:01Z,CUSTOMER,customer,Google Ads,US,Company 307,Marketing Manager,1,cus_nou3dyms1mwnpr,f34a9484-c934-40c4-a990-88bcd366da1e
102159,user1308@taskflow-demo.io,First308,Last308,2024-09-24T22:22:27Z,2025-01-17T04:50:12Z,CUSTOMER,customer,Google Ads,NG,Company 308,Designer,1,cus_2w8zuvjutpmc3s,aad25c2a-d4d3-47e1-a07d-ede2f8eeb66b
102167,user1309@taskflow-demo.io,First309,Last309,2024-09-27T07:30:43Z,2025-05-10T21:44:22Z,CUSTOMER,customer,Google Ads,GB,Company 309,Software Engineer,1,cus_yt5wsgrx37jw34,4238a0b8-0d58-4b7a-8569-579523e56bc0
102172,user1310@taskflow-demo.io,First310,Last310,2025-01-03T02:15:53Z,2025-02-17T09:04:59Z,CHURNED,other,Organic Search,GB,Company 310,Freelancer,1,cus_014o46w4jkfyii,7dcbe1ea-6da1-45e0-8b5a-aba2a4289c02
102180,user1311@taskflow-demo.io,First311,Last311,2024-04-29T23:04:58Z,2024-10-26T07:05:18Z,CUSTOMER,customer,Referral,GH,Company 311,Analyst,1,cus_p6hjb2jtxb02b6,1cb9a85f-dcae-4584-a2a0-ab1e65a92a70
102189,user1312@taskflow-demo.io,First312,Last312,2025-03-14T00:29:58Z,2025-06-30T07:33:06Z,CUSTOMER,customer,Google Ads,IN,Company 312,Marketing Manager,1,cus_5o44iusexu1srd,f9db3678-d413-469d-85ec-2e4cc4dc73d2
102193,user1313@taskflow-demo.io,First313,Last313,2025-02-11T18:25:55Z,2025-02-28T05:15:58Z,CUSTOMER,customer,Google Ads,DE,Company 313,Software Engineer,1,cus_07hdhjo5ctzetr,d8cb8969-565d-4eef-b775-542ba0fd5c7d
102204,user1314@taskflow-demo.io,First314,Last314,2025-03-21T15:39:06Z,2025-05-18T01:55:21Z,CUSTOMER,customer,Referral,NG,Company 314,Operations Lead,1,cus_lx6b02b7yjnxz6,e4312fa9-bcf3-41dd-8c0e-7a87d97be327
102206,user1315@taskflow-demo.io,First315,Last315,2025-03-12T04:44:51Z,2025-04-17T10:13:51Z,CUSTOMER,customer,Google Ads,GB,Company 315,CEO,1,cus_77k71k4fpl3x2j,5380eefa-8631-4f80-8373-1d02fe392ea9
102216,user1316@taskflow-demo.io,First316,Last316,2025-04-23T09:08:32Z,2025-06-26T20:21:35Z,CUSTOMER,customer,Linkedin Ads,US,Company 316,CEO,1,cus_p7dfjcp0tlz1xg,ddfefcdc-d718-4d8d-8685-6888a552b0be
102222,user1317@taskflow-demo.io,First317,Last317,2024-03-04T05:02:09Z,2025-05-03T07:08:14Z,CUSTOMER,customer,Google Ads,NG,Company 317,Designer,1,cus_diz1xevo7q5egv,e98005f2-45c0-4da4-a552-fda3f4c0e8e9
102228,user1318@taskflow-demo.io,First318,Last318,2024-04-11T22:37:46Z,2025-05-25T05:20:38Z,CUSTOMER,customer,Google Ads,KE,Company 318,Freelancer,1,cus_4uaauwidqj4bwv,e9335b8f-87a6-4bd8-ad11-a1a29ff254d7
102236,user1319@taskflow-demo.io,First319,Last319,2024-07-01T22:02:07Z,2025-02-26T02:37:48Z,CUSTOMER,customer,Google Ads,US,Company 319,Founder,1,cus_173rih83j0nphh,3b64ad1e-3e32-4184-9355-39c2edb4e7d1
102243,user1320@taskflow-demo.io,First320,Last320,2024-04-03T22:42:27Z,2024-11-04T21:28:53Z,CUSTOMER,customer,Linkedin Ads,KE,Company 320,Software Engineer,1,cus_jw6nyqaelyyzz0,75b1b3c9-9821-4cfb-983f-b388c4d09ba2
102250,user1321@taskflow-demo.io,First321,Last321,2024-10-11T16:54:45Z,2025-01-05T14:11:05Z,CUSTOMER,customer,Google Ads,GH,Company 321,CEO,1,cus_978v0bjwkon8uu,42ba9697-a199-48ca-a0d1-9c943ef4a358
